CustomerID,Recency,Frequency,Monetary,R_quintile,F_quintile,M_quintile,rfm_segment,Segment,Country
14088,10,13,50491.81,5,5,5,555,Champions,United Kingdom
14089,56,1,161.0,3,1,1,311,Recent Customers,United Kingdom
14090,324,1,76.32000000000001,1,1,1,111,Lost,United Kingdom
14092,7,14,4076.91,5,5,5,555,Champions,United Kingdom
14093,12,1,442.85,5,1,3,513,Promising,United Kingdom
14096,4,17,65164.79,5,5,5,555,Champions,United Kingdom
14098,36,1,147.35,4,1,1,411,Recent Customers,United Kingdom
14099,16,11,3104.17,5,5,5,555,Champions,United Kingdom
14100,137,1,194.9,2,1,2,212,Hibernating,United Kingdom
14101,73,6,5976.79,3,5,5,355,Loyal Customers,United Kingdom
14102,5,5,1360.28,5,5,4,554,Champions,United Kingdom
14104,154,2,216.21,2,3,2,232,Hibernating,United Kingdom
14105,239,1,1266.23,1,1,4,114,Cant Lose Them,United Kingdom
14107,51,7,2703.23,3,5,5,355,Loyal Customers,United Kingdom
14108,30,2,597.91,4,3,3,433,Potential Loyalist,United Kingdom
14109,72,1,144.2,3,1,1,311,Recent Customers,United Kingdom
14110,3,12,5683.15,5,5,5,555,Champions,United Kingdom
14111,14,4,692.85,5,4,3,543,Loyal Customers,United Kingdom
14112,22,7,2915.15,4,5,5,455,Champions,United Kingdom
14113,3,4,1840.42,5,4,4,544,Champions,United Kingdom
14114,273,2,386.53,1,3,2,132,Hibernating,United Kingdom
14116,19,5,1382.74,4,5,4,454,Champions,United Kingdom
14117,143,1,90.0,2,1,1,211,Hibernating,United Kingdom
14121,3,4,2780.15,5,4,5,545,Champions,United Kingdom
14124,84,1,419.58,3,1,2,312,About To Sleep,United Kingdom
14125,10,3,2740.43,5,4,5,545,Champions,United Kingdom
14126,7,3,706.1300000000001,5,4,3,543,Loyal Customers,United Kingdom
14127,122,3,709.71,2,4,3,243,At Risk,United Kingdom
14128,60,2,637.5,3,3,3,333,Potential Loyalist,United Kingdom
14129,1,5,1123.86,5,5,4,554,Champions,United Kingdom
14130,319,1,483.86,1,1,3,113,Cant Lose Them,United Kingdom
14132,2,11,3586.03,5,5,5,555,Champions,United Kingdom
14133,129,3,605.64,2,4,3,243,At Risk,United Kingdom
14135,1,15,4690.31,5,5,5,555,Champions,United Kingdom
14138,1,2,982.38,5,3,4,534,Customers Needing Attention,United Kingdom
14139,46,1,415.82,4,1,2,412,Recent Customers,United Kingdom
14140,3,2,935.05,5,3,4,534,Customers Needing Attention,United Kingdom
14141,2,4,915.13,5,4,4,544,Champions,United Kingdom
14142,373,1,311.81,1,1,2,112,Lost,United Kingdom
14143,133,1,115.8,2,1,1,211,Hibernating,United Kingdom
14145,46,4,3742.2,4,4,5,445,Champions,United Kingdom
14146,8,5,4191.0,5,5,5,555,Champions,United Kingdom
14147,78,2,483.4,3,3,3,333,Potential Loyalist,United Kingdom
14148,233,1,157.2,2,1,1,211,Hibernating,United Kingdom
14149,220,1,446.62,2,1,3,213,About To Sleep,United Kingdom
14150,35,2,658.64,4,3,3,433,Potential Loyalist,United Kingdom
14152,75,2,621.29,3,3,3,333,Potential Loyalist,United Kingdom
14154,239,2,1345.62,1,3,4,134,At Risk,United Kingdom
14155,266,1,118.75,1,1,1,111,Lost,United Kingdom
14156,9,55,117379.63,5,5,5,555,Champions,EIRE
14157,19,2,432.88,4,3,2,432,Potential Loyalist,United Kingdom
14158,40,1,507.66,4,1,3,413,Promising,United Kingdom
14159,19,11,4693.01,4,5,5,455,Champions,United Kingdom
14161,215,3,1110.52,2,4,4,244,At Risk,United Kingdom
14162,173,2,289.36,2,3,2,232,Hibernating,United Kingdom
14163,87,4,2445.91,3,4,5,345,Loyal Customers,United Kingdom
14164,70,2,1631.77,3,3,4,334,Customers Needing Attention,United Kingdom
14165,275,1,122.54,1,1,1,111,Lost,United Kingdom
14167,39,4,574.84,4,4,3,443,Customers Needing Attention,United Kingdom
14171,98,1,363.79,3,1,2,312,About To Sleep,United Kingdom
14173,10,4,450.84,5,4,3,543,Loyal Customers,United Kingdom
14174,33,1,134.46,4,1,1,411,Recent Customers,United Kingdom
14175,59,3,3222.3,3,4,5,345,Loyal Customers,United Kingdom
14176,297,4,576.9000000000001,1,4,3,143,At Risk,United Kingdom
14177,86,4,559.41,3,4,3,343,Customers Needing Attention,United Kingdom
14178,8,7,1620.93,5,5,4,554,Champions,United Kingdom
14179,40,2,719.78,4,3,3,433,Potential Loyalist,United Kingdom
14180,10,25,4748.52,5,5,5,555,Champions,United Kingdom
14184,66,1,452.89,3,1,3,313,Promising,United Kingdom
14185,331,1,197.65,1,1,2,112,Lost,United Kingdom
14188,30,6,2054.36,4,5,5,455,Champions,United Kingdom
14189,2,15,4654.08,5,5,5,555,Champions,United Kingdom
14191,1,13,4684.76,5,5,5,555,Champions,United Kingdom
14193,67,2,853.39,3,3,3,333,Potential Loyalist,United Kingdom
14194,4,21,11349.52,5,5,5,555,Champions,United Kingdom
14195,201,2,1012.0,2,3,4,234,At Risk,United Kingdom
14196,106,1,335.52,3,1,2,312,About To Sleep,United Kingdom
14198,18,4,701.4,4,4,3,443,Customers Needing Attention,United Kingdom
14199,218,1,185.4,2,1,2,212,Hibernating,United Kingdom
14201,60,7,747.44,3,5,3,353,Potential Loyalist,United Kingdom
14204,2,1,161.03,5,1,1,511,Recent Customers,United Kingdom
14205,16,2,466.7,5,3,3,533,Potential Loyalist,United Kingdom
14206,239,1,328.16,1,1,2,112,Lost,United Kingdom
14208,94,1,151.74,3,1,1,311,Recent Customers,United Kingdom
14209,10,6,2073.43,5,5,5,555,Champions,United Kingdom
14210,105,6,1905.84,3,5,4,354,Loyal Customers,United Kingdom
14211,53,9,2241.1,3,5,5,355,Loyal Customers,United Kingdom
14212,89,1,1070.48,3,1,4,314,Promising,United Kingdom
14214,30,5,1004.38,4,5,4,454,Champions,United Kingdom
14215,11,6,1789.72,5,5,4,554,Champions,United Kingdom
14216,3,4,1839.3,5,4,4,544,Champions,United Kingdom
14217,1,17,2004.98,5,5,5,555,Champions,United Kingdom
14218,42,1,169.48000000000002,4,1,1,411,Recent Customers,United Kingdom
14219,4,1,89.94,5,1,1,511,Recent Customers,United Kingdom
14220,247,2,632.4,1,3,3,133,At Risk,United Kingdom
14221,42,9,3432.8,4,5,5,455,Champions,United Kingdom
14222,177,1,683.17,2,1,3,213,About To Sleep,United Kingdom
14223,92,3,991.13,3,4,4,344,Loyal Customers,United Kingdom
14224,110,4,1050.12,3,4,4,344,Loyal Customers,United Kingdom
14226,28,5,2232.19,4,5,5,455,Champions,United Kingdom
14227,26,10,3350.96,4,5,5,455,Champions,United Kingdom
14229,51,3,1547.2,3,4,4,344,Loyal Customers,United Kingdom
14231,183,3,925.71,2,4,4,244,At Risk,United Kingdom
14232,42,5,2048.07,4,5,5,455,Champions,United Kingdom
14233,49,4,1462.72,4,4,4,444,Loyal Customers,United Kingdom
14234,22,4,775.46,4,4,3,443,Customers Needing Attention,United Kingdom
14235,75,5,3144.86,3,5,5,355,Loyal Customers,United Kingdom
14236,80,2,490.86,3,3,3,333,Potential Loyalist,United Kingdom
14237,373,1,161.0,1,1,1,111,Lost,United Kingdom
14238,326,1,146.85,1,1,1,111,Lost,United Kingdom
14239,43,11,2380.85,4,5,5,455,Champions,United Kingdom
14240,30,2,890.34,4,3,3,433,Potential Loyalist,United Kingdom
14241,183,1,213.7,2,1,2,212,Hibernating,United Kingdom
14242,234,2,280.55,2,3,2,232,Hibernating,United Kingdom
14243,8,10,2588.77,5,5,5,555,Champions,United Kingdom
14245,219,2,1693.45,2,3,4,234,At Risk,United Kingdom
14246,110,3,1474.06,3,4,4,344,Loyal Customers,United Kingdom
14247,278,1,136.76999999999998,1,1,1,111,Lost,United Kingdom
14248,318,1,302.58,1,1,2,112,Lost,United Kingdom
14250,7,3,1904.05,5,4,4,544,Champions,United Kingdom
14251,1,5,2879.7000000000003,5,5,5,555,Champions,United Kingdom
14256,260,2,969.06,1,3,4,134,At Risk,United Kingdom
14257,64,5,3099.7200000000003,3,5,5,355,Loyal Customers,United Kingdom
14258,9,9,12669.98,5,5,5,555,Champions,United Kingdom
14259,141,1,120.0,2,1,1,211,Hibernating,United Kingdom
14261,50,2,1163.45,3,3,4,334,Customers Needing Attention,United Kingdom
14262,8,8,2618.23,5,5,5,555,Champions,United Kingdom
14264,154,2,333.97,2,3,2,232,Hibernating,United Kingdom
14265,109,2,530.18,3,3,3,333,Potential Loyalist,Unspecified
14267,162,3,1516.24,2,4,4,244,At Risk,United Kingdom
14270,331,1,492.65,1,1,3,113,Cant Lose Them,United Kingdom
14271,225,1,112.32,2,1,1,211,Hibernating,United Kingdom
14272,73,2,437.96,3,3,3,333,Potential Loyalist,United Kingdom
14273,51,4,559.97,3,4,3,343,Customers Needing Attention,United Kingdom
14276,98,3,1119.74,3,4,4,344,Loyal Customers,United Kingdom
14277,15,3,4216.2,5,4,5,545,Champions,France
14280,196,1,134.04,2,1,1,211,Hibernating,United Kingdom
14282,3,15,3729.34,5,5,5,555,Champions,United Kingdom
14284,30,2,595.25,4,3,3,433,Potential Loyalist,United Kingdom
14285,21,4,1910.01,4,4,4,444,Loyal Customers,United Kingdom
14286,23,3,4628.75,4,4,5,445,Champions,United Kingdom
14287,8,3,176.63,5,4,1,541,Potential Loyalist,United Kingdom
14288,213,1,426.6,2,1,2,212,Hibernating,United Kingdom
14289,8,6,911.26,5,5,3,553,Potential Loyalist,United Kingdom
14290,11,5,2314.65,5,5,5,555,Champions,United Kingdom
14291,1,11,3883.25,5,5,5,555,Champions,United Kingdom
14292,7,9,4871.93,5,5,5,555,Champions,United Kingdom
14293,3,4,1046.56,5,4,4,544,Champions,United Kingdom
14295,40,1,166.20000000000002,4,1,1,411,Recent Customers,United Kingdom
14297,17,4,1305.33,5,4,4,544,Champions,United Kingdom
14298,8,44,51527.3,5,5,5,555,Champions,United Kingdom
14299,8,9,3965.62,5,5,5,555,Champions,United Kingdom
14300,18,1,43.2,4,1,1,411,Recent Customers,United Kingdom
14301,117,1,640.14,2,1,3,213,About To Sleep,United Kingdom
14304,222,1,383.45,2,1,2,212,Hibernating,United Kingdom
14305,71,3,1858.96,3,4,4,344,Loyal Customers,United Kingdom
14306,51,2,2093.32,3,3,5,335,Loyal Customers,United Kingdom
14307,88,6,2995.72,3,5,5,355,Loyal Customers,United Kingdom
14309,8,9,2352.53,5,5,5,555,Champions,United Kingdom
14311,242,1,310.26,1,1,2,112,Lost,United Kingdom
14312,46,6,1611.59,4,5,4,454,Champions,United Kingdom
14314,106,1,120.0,3,1,1,311,Recent Customers,United Kingdom
14315,44,6,2481.13,4,5,5,455,Champions,United Kingdom
14317,64,1,508.58,3,1,3,313,Promising,United Kingdom
14320,206,2,477.79,2,3,3,233,Hibernating,United Kingdom
14321,10,5,1530.75,5,5,4,554,Champions,United Kingdom
14323,114,2,605.0600000000001,2,3,3,233,Hibernating,United Kingdom
14326,242,1,183.85,1,1,2,112,Lost,United Kingdom
14327,163,1,311.65,2,1,2,212,Hibernating,United Kingdom
14329,17,7,5014.84,5,5,5,555,Champions,United Kingdom
14331,124,2,462.66,2,3,3,233,Hibernating,United Kingdom
14332,22,3,866.31,4,4,3,443,Customers Needing Attention,United Kingdom
14333,67,1,415.2,3,1,2,312,About To Sleep,United Kingdom
14334,16,8,2552.21,5,5,5,555,Champions,United Kingdom
14335,16,2,468.26,5,3,3,533,Potential Loyalist,Germany
14336,16,4,1614.91,5,4,4,544,Champions,United Kingdom
14338,161,2,588.22,2,3,3,233,Hibernating,United Kingdom
14339,242,1,309.52,1,1,2,112,Lost,United Kingdom
14340,218,1,134.7,2,1,1,211,Hibernating,United Kingdom
14341,45,8,2182.28,4,5,5,455,Champions,United Kingdom
14342,21,4,668.5600000000001,4,4,3,443,Customers Needing Attention,United Kingdom
14344,127,8,889.9300000000001,2,5,3,253,At Risk,United Kingdom
14345,38,1,108.98,4,1,1,411,Recent Customers,United Kingdom
14346,120,2,1021.58,2,3,4,234,At Risk,United Kingdom
14348,260,1,409.57,1,1,2,112,Lost,United Kingdom
14349,10,1,133.5,5,1,1,511,Recent Customers,United Kingdom
14350,274,1,282.93,1,1,2,112,Lost,United Kingdom
14351,164,1,51.0,2,1,1,211,Hibernating,United Kingdom
14352,157,4,1078.96,2,4,4,244,At Risk,United Kingdom
14353,215,1,90.6,2,1,1,211,Hibernating,United Kingdom
14354,5,2,163.62,5,3,1,531,Potential Loyalist,United Kingdom
14355,365,1,174.4,1,1,1,111,Lost,United Kingdom
14356,79,2,701.23,3,3,3,333,Potential Loyalist,United Kingdom
14357,43,1,225.77,4,1,2,412,Recent Customers,United Kingdom
14359,19,3,912.18,4,4,3,443,Customers Needing Attention,United Kingdom
14360,31,4,2128.23,4,4,5,445,Champions,United Kingdom
14362,22,1,161.2,4,1,1,411,Recent Customers,United Kingdom
14364,108,8,3717.35,3,5,5,355,Loyal Customers,United Kingdom
14367,8,16,9261.52,5,5,5,555,Champions,United Kingdom
14368,319,1,155.0,1,1,1,111,Lost,United Kingdom
14371,295,1,100.5,1,1,1,111,Lost,United Kingdom
14373,358,1,76.55,1,1,1,111,Lost,United Kingdom
14375,185,1,257.68,2,1,2,212,Hibernating,United Kingdom
14377,191,2,617.05,2,3,3,233,Hibernating,United Kingdom
14379,44,2,348.1,4,3,2,432,Potential Loyalist,United Kingdom
14381,52,1,202.68,3,1,2,312,About To Sleep,United Kingdom
14382,26,1,626.0699999999999,4,1,3,413,Promising,United Kingdom
14383,38,3,1247.69,4,4,4,444,Loyal Customers,United Kingdom
14385,9,3,202.11,5,4,2,542,Potential Loyalist,United Kingdom
14386,296,1,142.4,1,1,1,111,Lost,United Kingdom
14387,32,3,1770.56,4,4,4,444,Loyal Customers,United Kingdom
14388,10,8,3212.84,5,5,5,555,Champions,United Kingdom
14389,65,2,1043.46,3,3,4,334,Customers Needing Attention,United Kingdom
14390,10,9,4652.82,5,5,5,555,Champions,United Kingdom
14393,218,1,67.95,2,1,1,211,Hibernating,United Kingdom
14395,2,9,3507.71,5,5,5,555,Champions,United Kingdom
14396,65,2,487.99,3,3,3,333,Potential Loyalist,United Kingdom
14397,2,19,2612.96,5,5,5,555,Champions,United Kingdom
14400,149,1,574.7,2,1,3,213,About To Sleep,United Kingdom
14401,4,13,4051.48,5,5,5,555,Champions,United Kingdom
14403,130,4,1475.81,2,4,4,244,At Risk,United Kingdom
14404,33,6,1474.32,4,5,4,454,Champions,United Kingdom
14406,119,1,156.75,2,1,1,211,Hibernating,United Kingdom
14407,107,6,2157.73,3,5,5,355,Loyal Customers,United Kingdom
14408,10,7,2606.53,5,5,5,555,Champions,United Kingdom
14409,71,6,2059.4500000000003,3,5,5,355,Loyal Customers,United Kingdom
14410,92,9,1105.07,3,5,4,354,Loyal Customers,United Kingdom
14411,310,1,1063.0,1,1,4,114,Cant Lose Them,United Kingdom
14412,42,2,770.03,4,3,3,433,Potential Loyalist,United Kingdom
14413,362,1,122.7,1,1,1,111,Lost,United Kingdom
14414,91,7,1496.98,3,5,4,354,Loyal Customers,United Kingdom
14415,1,13,5900.28,5,5,5,555,Champions,United Kingdom
14416,22,2,490.22,4,3,3,433,Potential Loyalist,United Kingdom
14418,3,3,1937.25,5,4,4,544,Champions,United Kingdom
14419,10,6,1058.06,5,5,4,554,Champions,United Kingdom
14420,99,1,387.52,3,1,2,312,About To Sleep,United Kingdom
14421,57,2,813.11,3,3,3,333,Potential Loyalist,United Kingdom
14422,0,6,4263.64,5,5,5,555,Champions,United Kingdom
14423,218,1,265.2,2,1,2,212,Hibernating,United Kingdom
14424,17,1,322.08,5,1,2,512,Recent Customers,United Kingdom
14426,23,10,4481.67,4,5,5,455,Champions,United Kingdom
14427,50,2,363.34,3,3,2,332,Hibernating,United Kingdom
14428,7,5,1244.83,5,5,4,554,Champions,United Kingdom
14431,302,1,470.36,1,1,3,113,Cant Lose Them,United Kingdom
14432,9,6,2255.51,5,5,5,555,Champions,United Kingdom
14434,21,6,1372.8,4,5,4,454,Champions,United Kingdom
14436,98,1,89.06,3,1,1,311,Recent Customers,United Kingdom
14437,365,1,63.0,1,1,1,111,Lost,United Kingdom
14438,306,1,131.9,1,1,1,111,Lost,United Kingdom
14439,319,1,2661.24,1,1,5,115,Cant Lose Them,Greece
14440,8,5,2357.6800000000003,5,5,5,555,Champions,United Kingdom
14441,0,4,1712.89,5,4,4,544,Champions,United Kingdom
14442,204,2,1589.82,2,3,4,234,At Risk,Channel Islands
14443,53,4,1420.2,3,4,4,344,Loyal Customers,United Kingdom
14446,0,4,1039.58,5,4,4,544,Champions,United Kingdom
14447,18,5,1163.23,4,5,4,454,Champions,United Kingdom
14448,9,2,375.35,5,3,2,532,Potential Loyalist,United Kingdom
14449,18,4,907.1,4,4,3,443,Customers Needing Attention,United Kingdom
14450,180,3,483.25,2,4,3,243,At Risk,United Kingdom
14451,60,2,662.59,3,3,3,333,Potential Loyalist,United Kingdom
14452,10,2,264.44,5,3,2,532,Potential Loyalist,United Kingdom
14453,190,1,119.93,2,1,1,211,Hibernating,United Kingdom
14456,5,9,3062.4,5,5,5,555,Champions,United Kingdom
14457,310,1,113.64,1,1,1,111,Lost,United Kingdom
14459,155,1,1837.92,2,1,4,214,Cant Lose Them,United Kingdom
14460,110,3,434.34,3,4,2,342,Potential Loyalist,United Kingdom
14461,148,3,2103.06,2,4,5,245,At Risk,United Kingdom
14462,66,11,2004.02,3,5,5,355,Loyal Customers,United Kingdom
14463,98,3,529.62,3,4,3,343,Customers Needing Attention,United Kingdom
14465,246,3,1058.62,1,4,4,144,Cant Lose Them,United Kingdom
14466,29,7,2272.4,4,5,5,455,Champions,United Kingdom
14467,17,4,598.76,5,4,3,543,Loyal Customers,United Kingdom
14470,11,2,461.19,5,3,3,533,Potential Loyalist,United Kingdom
14472,103,8,1936.84,3,5,4,354,Loyal Customers,United Kingdom
14473,74,2,234.34000000000003,3,3,2,332,Hibernating,United Kingdom
14474,46,1,547.66,4,1,3,413,Promising,United Kingdom
14475,71,3,925.85,3,4,4,344,Loyal Customers,United Kingdom
14476,257,1,215.7,1,1,2,112,Lost,United Kingdom
14477,19,4,1309.6,4,4,4,444,Loyal Customers,United Kingdom
14479,253,2,316.25,1,3,2,132,Hibernating,United Kingdom
14480,11,1,279.05,5,1,2,512,Recent Customers,United Kingdom
14481,164,2,636.51,2,3,3,233,Hibernating,United Kingdom
14482,18,6,2068.15,4,5,5,455,Champions,United Kingdom
14483,281,1,137.1,1,1,1,111,Lost,United Kingdom
14484,50,1,321.92,3,1,2,312,About To Sleep,United Kingdom
14485,38,1,165.75,4,1,1,411,Recent Customers,United Kingdom
14487,26,6,1196.33,4,5,4,454,Champions,United Kingdom
14488,67,1,1064.28,3,1,4,314,Promising,United Kingdom
14489,207,1,463.38,2,1,3,213,About To Sleep,United Kingdom
14491,175,2,340.93,2,3,2,232,Hibernating,United Kingdom
14493,7,5,2383.24,5,5,5,555,Champions,United Kingdom
14494,25,1,139.56,4,1,1,411,Recent Customers,United Kingdom
14495,50,2,123.8,3,3,1,331,About To Sleep,United Kingdom
14496,311,2,538.8100000000001,1,3,3,133,At Risk,United Kingdom
14497,309,1,475.37,1,1,3,113,Cant Lose Them,United Kingdom
14498,42,5,1957.32,4,5,4,454,Champions,United Kingdom
14499,26,3,815.32,4,4,3,443,Customers Needing Attention,United Kingdom
14500,88,3,356.85,3,4,2,342,Potential Loyalist,United Kingdom
14501,183,2,251.21,2,3,2,232,Hibernating,United Kingdom
14502,19,11,2470.67,4,5,5,455,Champions,United Kingdom
14503,3,6,3543.26,5,5,5,555,Champions,United Kingdom
14504,47,4,673.26,4,4,3,443,Customers Needing Attention,United Kingdom
14505,17,8,5905.64,5,5,5,555,Champions,United Kingdom
14506,17,5,2012.17,5,5,5,555,Champions,United Kingdom
14507,23,6,1383.18,4,5,4,454,Champions,United Kingdom
14508,22,2,276.42,4,3,2,432,Potential Loyalist,United Kingdom
14511,11,5,1314.81,5,5,4,554,Champions,United Kingdom
14512,187,2,275.28,2,3,2,232,Hibernating,United Kingdom
14513,100,3,455.59,3,4,3,343,Customers Needing Attention,United Kingdom
14514,61,3,1055.35,3,4,4,344,Loyal Customers,United Kingdom
14515,17,6,2102.09,5,5,5,555,Champions,United Kingdom
14517,33,2,330.45,4,3,2,432,Potential Loyalist,United Kingdom
14518,64,1,174.37,3,1,1,311,Recent Customers,United Kingdom
14520,1,2,270.6,5,3,2,532,Potential Loyalist,United Kingdom
14522,24,4,974.54,4,4,4,444,Loyal Customers,United Kingdom
14523,108,1,241.09,3,1,2,312,About To Sleep,United Kingdom
14524,31,9,1867.68,4,5,4,454,Champions,United Kingdom
14525,19,9,4332.2,4,5,5,455,Champions,United Kingdom
14527,2,55,8508.82,5,5,5,555,Champions,United Kingdom
14528,37,1,364.22,4,1,2,412,Recent Customers,United Kingdom
14529,60,3,620.04,3,4,3,343,Customers Needing Attention,United Kingdom
14530,25,6,2925.91,4,5,5,455,Champions,United Kingdom
14532,236,4,932.85,1,4,4,144,Cant Lose Them,United Kingdom
14533,24,7,1949.72,4,5,4,454,Champions,United Kingdom
14534,2,18,4447.05,5,5,5,555,Champions,United Kingdom
14535,60,3,2864.19,3,4,5,345,Loyal Customers,United Kingdom
14536,259,1,171.8,1,1,1,111,Lost,United Kingdom
14537,57,1,355.56,3,1,2,312,About To Sleep,United Kingdom
14538,64,2,388.25,3,3,2,332,Hibernating,United Kingdom
14539,15,2,537.48,5,3,3,533,Potential Loyalist,United Kingdom
14540,9,3,996.26,5,4,4,544,Champions,United Kingdom
14541,58,8,1461.65,3,5,4,354,Loyal Customers,United Kingdom
14542,185,1,103.25,2,1,1,211,Hibernating,United Kingdom
14543,28,16,3630.33,4,5,5,455,Champions,United Kingdom
14544,24,2,2024.45,4,3,5,435,Loyal Customers,United Kingdom
14546,5,5,2578.09,5,5,5,555,Champions,United Kingdom
14547,3,8,4007.54,5,5,5,555,Champions,United Kingdom
14548,150,2,652.8,2,3,3,233,Hibernating,United Kingdom
14549,311,1,289.24,1,1,2,112,Lost,United Kingdom
14550,10,2,765.62,5,3,3,533,Potential Loyalist,United Kingdom
14551,18,2,186.23,4,3,2,432,Potential Loyalist,United Kingdom
14552,151,1,165.07,2,1,1,211,Hibernating,United Kingdom
14553,19,5,859.27,4,5,3,453,Potential Loyalist,United Kingdom
14554,10,4,2381.04,5,4,5,545,Champions,United Kingdom
14555,57,2,324.14,3,3,2,332,Hibernating,United Kingdom
14557,85,1,788.38,3,1,3,313,Promising,United Kingdom
14560,7,22,2237.77,5,5,5,555,Champions,United Kingdom
14561,75,3,1080.76,3,4,4,344,Loyal Customers,United Kingdom
14562,3,18,5074.77,5,5,5,555,Champions,United Kingdom
14565,95,4,3099.12,3,4,5,345,Loyal Customers,United Kingdom
14566,110,1,1432.0,3,1,4,314,Promising,Channel Islands
14567,56,2,1530.36,3,3,4,334,Customers Needing Attention,United Kingdom
14569,1,1,227.39,5,1,2,512,Recent Customers,United Kingdom
14570,280,2,218.06,1,3,2,132,Hibernating,United Kingdom
14572,3,7,2832.84,5,5,5,555,Champions,United Kingdom
14573,179,9,1653.42,2,5,4,254,At Risk,United Kingdom
14576,372,1,35.400000000000006,1,1,1,111,Lost,United Kingdom
14577,12,4,859.71,5,4,3,543,Loyal Customers,United Kingdom
14578,3,1,168.63,5,1,1,511,Recent Customers,United Kingdom
14581,16,1,138.6,5,1,1,511,Recent Customers,United Kingdom
14582,40,1,114.11,4,1,1,411,Recent Customers,United Kingdom
14583,5,5,1052.55,5,5,4,554,Champions,United Kingdom
14584,169,4,1042.26,2,4,4,244,At Risk,United Kingdom
14585,50,1,157.05,3,1,1,311,Recent Customers,United Kingdom
14586,276,1,237.36,1,1,2,112,Lost,United Kingdom
14587,18,9,1601.14,4,5,4,454,Champions,United Kingdom
14589,371,1,39.75,1,1,1,111,Lost,United Kingdom
14591,15,4,1447.14,5,4,4,544,Champions,United Kingdom
14592,35,3,570.46,4,4,3,443,Customers Needing Attention,United Kingdom
14593,21,3,617.99,4,4,3,443,Customers Needing Attention,United Kingdom
14594,7,2,379.83,5,3,2,532,Potential Loyalist,United Kingdom
14595,19,6,1740.6,4,5,4,454,Champions,United Kingdom
14597,11,2,883.15,5,3,3,533,Potential Loyalist,United Kingdom
14598,44,1,221.97,4,1,2,412,Recent Customers,United Kingdom
14600,305,1,393.33,1,1,2,112,Lost,United Kingdom
14601,10,1,213.96,5,1,2,512,Recent Customers,United Kingdom
14603,274,1,660.0,1,1,3,113,Cant Lose Them,United Kingdom
14606,1,93,12156.65,5,5,5,555,Champions,United Kingdom
14607,15,14,16569.5,5,5,5,555,Champions,United Kingdom
14608,4,4,1785.15,5,4,4,544,Champions,United Kingdom
14609,72,4,601.56,3,4,3,343,Customers Needing Attention,United Kingdom
14616,242,3,406.08,1,4,2,142,At Risk,United Kingdom
14618,9,3,553.44,5,4,3,543,Loyal Customers,United Kingdom
14619,245,1,394.44,1,1,2,112,Lost,United Kingdom
14620,205,2,412.78,2,3,2,232,Hibernating,United Kingdom
14621,1,5,1788.36,5,5,4,554,Champions,United Kingdom
14622,184,1,320.58000000000004,2,1,2,212,Hibernating,United Kingdom
14623,32,5,889.25,4,5,3,453,Potential Loyalist,United Kingdom
14624,57,2,225.85,3,3,2,332,Hibernating,United Kingdom
14625,196,2,899.63,2,3,3,233,Hibernating,United Kingdom
14626,23,4,2791.27,4,4,5,445,Champions,United Kingdom
14628,91,2,671.96,3,3,3,333,Potential Loyalist,United Kingdom
14629,4,2,959.01,5,3,4,534,Customers Needing Attention,United Kingdom
14631,50,3,1006.98,3,4,4,344,Loyal Customers,United Kingdom
14632,262,1,114.56,1,1,1,111,Lost,United Kingdom
14633,266,1,344.90000000000003,1,1,2,112,Lost,United Kingdom
14636,36,2,609.85,4,3,3,433,Potential Loyalist,United Kingdom
14638,50,1,443.6,3,1,3,313,Promising,United Kingdom
14639,52,6,2984.49,3,5,5,355,Loyal Customers,United Kingdom
14640,24,6,2125.08,4,5,5,455,Champions,United Kingdom
14641,21,1,110.46,4,1,1,411,Recent Customers,United Kingdom
14642,58,1,96.12,3,1,1,311,Recent Customers,United Kingdom
14643,170,2,693.8100000000001,2,3,3,233,Hibernating,United Kingdom
14644,67,2,830.76,3,3,3,333,Potential Loyalist,United Kingdom
14645,156,2,597.09,2,3,3,233,Hibernating,United Kingdom
14646,1,73,280206.02,5,5,5,555,Champions,Netherlands
14647,201,1,243.22,2,1,2,212,Hibernating,United Kingdom
14649,4,4,1417.29,5,4,4,544,Champions,United Kingdom
14651,67,2,654.6,3,3,3,333,Potential Loyalist,United Kingdom
14652,77,1,114.18,3,1,1,311,Recent Customers,United Kingdom
14653,1,7,1947.55,5,5,4,554,Champions,United Kingdom
14655,8,4,1932.23,5,4,4,544,Champions,United Kingdom
14656,169,2,291.05,2,3,2,232,Hibernating,United Kingdom
14657,17,4,848.22,5,4,3,543,Loyal Customers,United Kingdom
14658,5,2,247.15,5,3,2,532,Potential Loyalist,United Kingdom
14659,8,9,2529.93,5,5,5,555,Champions,United Kingdom
14660,86,2,285.74,3,3,2,332,Hibernating,United Kingdom
14661,26,1,107.95,4,1,1,411,Recent Customers,United Kingdom
14662,28,4,771.17,4,4,3,443,Customers Needing Attention,United Kingdom
14664,19,2,637.89,4,3,3,433,Potential Loyalist,United Kingdom
14665,60,5,1835.7,3,5,4,354,Loyal Customers,United Kingdom
14666,24,1,195.25,4,1,2,412,Recent Customers,United Kingdom
14667,10,25,9241.2,5,5,5,555,Champions,United Kingdom
14669,241,3,1269.99,1,4,4,144,Cant Lose Them,United Kingdom
14670,280,2,411.53,1,3,2,132,Hibernating,United Kingdom
14672,234,2,765.55,2,3,3,233,Hibernating,United Kingdom
